INCIDENT INFO,DESCRIPTION,START_DT,MODIFIED_DT,QUADRANT,Longitude,Latitude,Count,id,Point
 1 Street b/w 9 Avenue and 6 Avenue SW ,Ongoing incident. 1 St SW is closed.,12/2/2025 16:39,12/2/2025 10:26,SW,-114.0655043,51.04510216,1,2025-12-02T16:39:2751.04510216271485-114.06550427193636,POINT (-114.06550427193636 51.04510216271485)
 Westbound Glenmore Trail approaching Deerfoot Trail SE ,Stalled vehicle. Blocking the left lane,12/2/2025 15:44,12/2/2025 9:25,SE,-114.0287948,50.99006188,1,2025-12-02T15:44:3050.99006187550984-114.02879481399611,POINT (-114.02879481399611 50.99006187550984)
 Westbound Stoney Trail at Shaganappi Trail NW ,Traffic incident. Partially blocking the WB exit ramp,12/2/2025 15:37,12/2/2025 9:43,NW,-114.133545,51.15293465,1,2025-12-02T15:37:5251.152934647466495-114.13354497175877,POINT (-114.13354497175877 51.152934647466495)
 Southbound Barlow Trail approaching Deerfoot Trail SE ,Stalled vehicle. Blocking the left lane,12/2/2025 15:10,12/2/2025 9:43,SE,-113.9814845,50.94924563,1,2025-12-02T15:10:1350.94924563269141-113.98148451396527,POINT (-113.98148451396527 50.94924563269141)
 Southbound Stoney Trail at Glenmore Trail SE ,Stalled vehicle. Blocking the right shoulder on the SB to EB exit ramp,12/2/2025 14:34,12/2/2025 10:35,SE,-113.9217199,50.98493289,1,2025-12-02T14:34:3050.984932888104545-113.92171988407144,POINT (-113.92171988407144 50.984932888104545)
 Southbound Deerfoot Trail approaching McKnight Boulevard NE ,Stalled vehicle. Blocking a centre lane,12/2/2025 14:25,12/2/2025 7:37,NE,-114.0463793,51.10427821,1,2025-12-02T14:25:0051.10427820595228-114.04637926487129,POINT (-114.04637926487129 51.10427820595228)
 Eastbound 16 Avenue approaching Barlow Trail NE ,Stalled vehicle. Blocking the EB to SB exit ramp,12/2/2025 14:20,12/2/2025 7:27,NE,-114.0088008,51.06688807,1,2025-12-02T14:20:3951.066888065229364-114.00880084419396,POINT (-114.00880084419396 51.066888065229364)
 Southbound Macleod Trail approaching 194 Avenue SW ,Stalled vehicle. Blocking the right shoulder,12/2/2025 14:17,12/2/2025 8:46,SW,-114.0456432,50.87787786,1,2025-12-02T14:17:0750.87787785842207-114.04564320035614,POINT (-114.04564320035614 50.87787785842207)
 Southbound Deerfoot Trail and Memorial Drive SE ,Stalled vehicle. Blocking the right shoulder on the SB exit ramp,12/2/2025 14:14,12/2/2025 8:12,SE,-114.0191436,51.05108768,1,2025-12-02T14:14:0951.05108768047323-114.01914363963596,POINT (-114.01914363963596 51.05108768047323)
 Southbound Deerfoot Trail after Peigan Trail SE ,Traffic incident.,12/2/2025 3:35,12/1/2025 21:11,NE,-114.019083,51.00861819,1,2025-12-02T03:35:4451.00861819153062-114.01908297738213,POINT (-114.01908297738213 51.00861819153062)
 36 Street and Erin Woods Boulevard SE ,Traffic incident.,12/2/2025 3:07,12/1/2025 21:10,SE,-113.979636,51.017643,1,2025-12-02T03:07:3451.0176429975391-113.97963598256787,POINT (-113.97963598256787 51.0176429975391)
 10 Avenue and 15 Street SW ,Traffic incident.,12/2/2025 3:03,12/1/2025 20:37,SW,-114.0967215,51.04427403,1,2025-12-02T03:03:4151.044274029433254-114.09672145608734,POINT (-114.09672145608734 51.044274029433254)
 Bonaventure Drive and Southland Drive SE ,Traffic incident.,12/2/2025 1:06,12/1/2025 20:37,SE,-114.068133,50.96496597,1,2025-12-02T01:06:1450.96496597450026-114.06813297830521,POINT (-114.06813297830521 50.96496597450026)
 Southbound Centre Street and 13 Avenue NE ,Traffic incident. Blocking the right lane,12/2/2025 1:04,12/1/2025 19:09,NE,-114.062535,51.06441604,1,2025-12-02T01:04:5051.064416043400904-114.06253495280923,POINT (-114.06253495280923 51.064416043400904)
 1a Street and 50 Avenue SE ,Traffic incident.,12/2/2025 0:49,12/1/2025 18:12,SE,-114.0613875,51.00871501,1,2025-12-02T00:49:4051.00871500829836-114.06138745986647,POINT (-114.06138745986647 51.00871500829836)
 Country Hills Boulevard and Hawkstone Gate NW ,Traffic incident.,12/2/2025 0:46,12/1/2025 18:12,NW,-114.1721078,51.13737489,1,2025-12-02T00:46:1551.1373748914606-114.17210781535435,POINT (-114.17210781535435 51.1373748914606)
 17 Avenue and Hubalta Road SE ,Traffic incident.,12/2/2025 0:45,12/1/2025 18:12,SE,-113.951379,51.03771284,1,2025-12-02T00:45:0651.03771283766195-113.95137901108767,POINT (-113.95137901108767 51.03771283766195)
 52 Street and 5 Avenue SE ,Traffic incident.,12/2/2025 0:43,12/1/2025 18:12,SE,-113.9565825,51.049143,1,2025-12-02T00:43:2051.04914299886706-113.95658250928682,POINT (-113.95658250928682 51.04914299886706)
 Northbound Barlow Trail approaching 16 Avenue NE ,Stalled vehicle. Blocking the left lane,12/2/2025 0:32,12/1/2025 18:07,NE,-114.0016359,51.0600171,1,2025-12-02T00:32:0351.060017104219554-114.00163592446371,POINT (-114.00163592446371 51.060017104219554)
 Southbound Deerfoot Trail and Peigan Trail SE ,Traffic incident. Blocking the left lane,12/2/2025 0:15,12/1/2025 17:21,SE,-114.0044708,51.01612245,1,2025-12-02T00:15:5851.01612244773664-114.00447078390751,POINT (-114.00447078390751 51.01612244773664)
 37 Street and Richardson Wy SW ,Traffic incident.,12/1/2025 23:21,12/1/2025 17:20,SW,-114.1411468,51.01245522,1,2025-12-01T23:21:2051.01245521920975-114.14114676003499,POINT (-114.14114676003499 51.01245521920975)
 37 Street and 26 Avenue SW ,Traffic incident.,12/1/2025 22:56,12/1/2025 17:20,SW,-114.1411501,51.03006304,1,2025-12-01T22:56:2951.03006303926939-114.14115005178166,POINT (-114.14115005178166 51.03006303926939)
 Southbound 52 Street and Temple Drive NE ,Traffic incident. Blocking the right lane,12/1/2025 22:46,12/1/2025 16:22,NE,-113.958513,51.08589898,1,2025-12-01T22:46:5851.0858989829535-113.95851296803797,POINT (-113.95851296803797 51.0858989829535)
 Northbound Deerfoot Trail and 64 Avenue NE ,Traffic incident. Blocking the right lane,12/1/2025 22:45,12/1/2025 18:07,NE,-114.0470162,51.11307934,1,2025-12-01T22:45:4251.11307934403395-114.04701618121886,POINT (-114.04701618121886 51.11307934403395)
 Eastbound Glenmore Trail and Deerfoot Trail SE ,Traffic incident.,12/1/2025 22:06,12/1/2025 16:22,SE,-114.045262,50.99430533,1,2025-12-01T22:06:4050.99430533327508-114.04526200512302,POINT (-114.04526200512302 50.99430533327508)
 34 Avenue and 19 Street SW ,Traffic incident.,12/1/2025 19:15,12/1/2025 13:07,SW,-114.1069995,51.02319597,1,2025-12-01T19:15:4751.023195965658935-114.10699949945321,POINT (-114.10699949945321 51.023195965658935)
 Southbound 14 Street after 75 Avenue SW ,Traffic incident. Blocking the right lane,12/1/2025 19:14,12/1/2025 12:16,SW,-114.0949806,50.98718648,1,2025-12-01T19:14:0950.98718648155971-114.09498063871953,POINT (-114.09498063871953 50.98718648155971)
 Southbound Deerfoot Trail approaching Glenmore Trail SE ,Multi-vehicle incident. Blocking the right lane,12/1/2025 18:47,12/1/2025 13:23,SE,-114.0332922,50.99888634,1,2025-12-01T18:47:4550.99888633829744-114.03329221894114,POINT (-114.03329221894114 50.99888633829744)
 60 Street and Redstone Drive NE ,Traffic incident.,12/1/2025 18:10,12/1/2025 11:52,NE,-113.947011,51.16841102,1,2025-12-01T18:10:1451.168411017210964-113.94701100097679,POINT (-113.94701100097679 51.168411017210964)
 Eastbound Glenmore Trail approaching 14 Street SW ,Two vehicle incident. Blocking the right lane,12/1/2025 17:55,12/1/2025 11:03,SW,-114.0996929,50.9952804,1,2025-12-01T17:55:5050.995280404914546-114.09969289427622,POINT (-114.09969289427622 50.995280404914546)
 Stoney Trail and Deerfoot Trail SE ,Two vehicle incident. Blocking the right lane on the EB to NB exit ramp,12/1/2025 17:49,12/1/2025 10:51,SE,-113.9788611,50.89895162,1,2025-12-01T17:49:3850.898951616640126-113.97886113395823,POINT (-113.97886113395823 50.898951616640126)
 36 Avenue and Manchester Road SE ,Two vehicle incident.  Blocking the WB right lane,12/1/2025 17:26,12/1/2025 15:07,SE,-114.0573016,51.02145003,1,2025-12-01T17:26:2851.021450028652815-114.05730155226614,POINT (-114.05730155226614 51.021450028652815)
 4 Street and 54 Avenue NW ,Traffic incident.,12/1/2025 16:22,12/1/2025 9:34,NW,-114.0714989,51.10113598,1,2025-12-01T16:22:1051.10113597947515-114.07149893227763,POINT (-114.07149893227763 51.10113597947515)
 19 Street and 2 Avenue NW ,Traffic incident.,12/1/2025 15:33,12/1/2025 9:23,NW,-114.1055819,51.05438098,1,2025-12-01T15:33:5551.05438097589919-114.10558194413669,POINT (-114.10558194413669 51.05438097589919)
 Westbound Memorial Drive at Deerfoot Trail SE ,Stalled vehicle. Blocking a centre lane,12/1/2025 15:26,12/1/2025 8:34,SE,-114.01979,51.04871482,1,2025-12-01T15:26:2551.04871482460883-114.01979000694182,POINT (-114.01979000694182 51.04871482460883)
 Southbound Deerfoot Trail at Airport Trail NE ,Stalled vehicle. Blocking the right shoulder,12/1/2025 13:47,12/1/2025 8:51,NE,-114.0366281,51.1399636,1,2025-12-01T13:47:1751.13996360383046-114.03662811096,POINT (-114.03662811096 51.13996360383046)
 Westbound 16 Avenue and 68 Street NE ,Traffic incident. Blocking the right lane,12/1/2025 6:44,11/30/2025 23:47,NE,-113.9404309,51.06709401,1,2025-12-01T06:44:1751.0670940053807-113.94043088772423,POINT (-113.94043088772423 51.0670940053807)
 Eastbound Glenmore Trail approaching 37 Street SW ,Traffic incident. blocking the left lane,12/1/2025 4:12,11/30/2025 21:17,SW,-114.1424685,51.00925496,1,2025-12-01T04:12:0251.00925495729999-114.14246854405742,POINT (-114.14246854405742 51.00925495729999)
 Northbound Barlow Trail and Peigan Trail SE ,Multi-vehicle incident. Blocking the NB lanes,12/1/2025 1:18,11/30/2025 19:21,SE,-114.003441,51.01496999,1,2025-12-01T01:18:0351.014969992945154-114.00344100241509,POINT (-114.00344100241509 51.014969992945154)
 106 Avenue and 68 Street SE ,Traffic incident.,12/1/2025 0:57,11/30/2025 18:48,SE,-113.9358824,50.962491,1,2025-12-01T00:57:3850.9624910005151-113.93588243196788,POINT (-113.93588243196788 50.9624910005151)
 Diamond Drive and Bow Bottom Trail SE ,Traffic incident.,12/1/2025 0:54,11/30/2025 18:19,SE,-114.0293206,50.941215,1,2025-12-01T00:54:4650.94121500104899-114.02932055836925,POINT (-114.02932055836925 50.94121500104899)
 Eastbound 12 Avenue and 4 Street SW ,Traffic incident. blocking multiple lanes,12/1/2025 0:46,11/30/2025 19:21,NW,-114.0714945,51.04166403,1,2025-12-01T00:46:5551.041664033104574-114.07149448161707,POINT (-114.07149448161707 51.041664033104574)
 Northbound Shawville Boulevard and Shawville Road SE ,Traffic incident. Blocking the right lane,12/1/2025 0:42,11/30/2025 19:36,SE,-114.0647671,50.90193003,1,2025-12-01T00:42:4750.90193003177769-114.0647670591335,POINT (-114.0647670591335 50.90193003177769)
 60 Street and 128 Avenue NE ,Traffic incident.,11/30/2025 23:23,11/30/2025 16:24,NE,-113.947434,51.16544996,1,2025-11-30T23:23:5351.165449961867-113.94743403498363,POINT (-113.94743403498363 51.165449961867)
 Northbound Macleod Trail and Hull Avenue SE ,Traffic incident. blocking the left lane,11/30/2025 21:35,11/30/2025 14:36,SE,-114.071706,50.97590997,1,2025-11-30T21:35:2750.975909967110056-114.07170602847303,POINT (-114.07170602847303 50.975909967110056)
 Evanston Li and Symons Valley Py NW ,Traffic incident.,11/30/2025 21:21,11/30/2025 14:36,NW,-114.1007896,51.18110096,1,2025-11-30T21:21:2851.181100964226864-114.10078955571846,POINT (-114.10078955571846 51.181100964226864)
 Eastbound Stoney Trail approaching Deerfoot Trail NE ,Two vehicle incident. Blocking the right lane,11/30/2025 20:09,11/30/2025 14:22,NE,-114.0150368,51.17580777,1,2025-11-30T20:09:4551.175807765295595-114.01503678629534,POINT (-114.01503678629534 51.175807765295595)
 Seton Boulevard and Seton Wy SE ,Two vehicle incident. Blocking the EB right lane,11/30/2025 19:12,11/30/2025 13:13,SE,-113.9573043,50.88246099,1,2025-11-30T19:12:5150.88246099040406-113.9573043437829,POINT (-113.9573043437829 50.88246099040406)
 Twelve Mi Coulee Road and Crowchild Trail NW ,Traffic incident.,11/30/2025 18:23,11/30/2025 13:13,NW,-114.2573743,51.14286957,1,2025-11-30T18:23:3451.14286956885107-114.25737426118339,POINT (-114.25737426118339 51.14286956885107)
 Southbound Macleod Trail and Heritage Drive SE ,Traffic incident.,11/30/2025 3:26,11/29/2025 20:57,SE,-114.0717015,50.97951903,1,2025-11-30T03:26:1450.979519030588456-114.07170147620478,POINT (-114.07170147620478 50.979519030588456)
 Northbound Stoney Trail and McKnight Boulevard NE ,Traffic incident. blocking the left lane,11/30/2025 3:19,11/29/2025 20:27,NE,-113.9265045,51.09638398,1,2025-11-30T03:19:0251.096383979049364-113.92650449799442,POINT (-113.92650449799442 51.096383979049364)
 Redstone Street and 128 Avenue NE ,Traffic incident.,11/30/2025 2:49,11/29/2025 20:57,NE,-113.9621085,51.16544098,1,2025-11-30T02:49:1251.16544098234621-113.96210846873018,POINT (-113.96210846873018 51.16544098234621)
 Southbound Macleod Trail and Heritage Drive SW ,Traffic incident. SB lanes are blocked,11/30/2025 2:23,11/29/2025 19:50,SW,-114.0725386,50.97962702,1,2025-11-30T02:23:4450.97962702113709-114.07253856716825,POINT (-114.07253856716825 50.97962702113709)
 26 Avenue and 11 Street SE ,Traffic incident.,11/30/2025 2:07,11/29/2025 19:50,SE,-114.0372585,51.03056702,1,2025-11-30T02:07:5051.030567015090625-114.03725848222207,POINT (-114.03725848222207 51.030567015090625)
 144 Avenue and Carrington Boulevard NW ,Traffic incident.,11/30/2025 1:57,11/29/2025 19:50,NW,-114.0902505,51.18426004,1,2025-11-30T01:57:4151.184260036339474-114.09025051163691,POINT (-114.09025051163691 51.184260036339474)
 Southbound Deerfoot Trail and 32 Avenue NE ,Traffic incident. blocking the right lane,11/30/2025 1:32,11/29/2025 19:50,NE,-114.038046,51.08664603,1,2025-11-30T01:32:0451.08664602697578-114.038046024028,POINT (-114.038046024028 51.08664602697578)
 Southbound 14 Street and Southland Drive SW ,Traffic incident. Blocking the right lane,11/30/2025 0:20,11/29/2025 17:21,SW,-114.098301,50.96149202,1,2025-11-30T00:20:2250.9614920157125-114.09830097290653,POINT (-114.09830097290653 50.9614920157125)
 Stone Hill Gs and Stone Hill Pl NE ,Traffic incident.,11/30/2025 0:09,11/29/2025 18:00,NE,-114.006663,51.156378,1,2025-11-30T00:09:3351.15637799762758-114.00666302524009,POINT (-114.00666302524009 51.15637799762758)
 Westbound Glenmore Trail and Crowchild Trail SW ,Multi-vehicle incident. blocking the left merge lane,11/29/2025 21:18,11/29/2025 15:18,SW,-114.117975,51.00102,1,2025-11-29T21:18:2651.00101999967563-114.11797498531749,POINT (-114.11797498531749 51.00101999967563)
 Southbound 52 Street and 16 Avenue NE ,Traffic incident. blocking the left lane,11/29/2025 21:06,11/29/2025 14:20,NE,-113.9518484,51.06683704,1,2025-11-29T21:06:2551.06683703648207-113.95184843535829,POINT (-113.95184843535829 51.06683703648207)
 Westbound Glenmore Trail approaching Macleod Trail S ,Multi-vehicle incident. blocking multiple lanes,11/29/2025 20:38,11/29/2025 14:47,SE,-114.0720525,50.99443203,1,2025-11-29T20:38:3550.99443203443942-114.07205252094386,POINT (-114.07205252094386 50.99443203443942)
 38 Street and Country Hills Boulevard NE ,Traffic incident.,11/29/2025 20:23,11/29/2025 13:40,NE,-113.9774059,51.15367761,1,2025-11-29T20:23:4951.15367760793132-113.97740587548584,POINT (-113.97740587548584 51.15367760793132)
 Northbound Nose Hill Drive and Ranchlands Boulevard NW ,Multi-vehicle incident. Blocking multiple lanes,11/29/2025 20:02,11/29/2025 14:32,NW,-114.1983464,51.12425525,1,2025-11-29T20:02:1151.124255251376646-114.19834638426785,POINT (-114.19834638426785 51.124255251376646)
 Macleod Trail and 194 Avenue SW ,Traffic incident. Blocking the right lane of southbound left turn,11/29/2025 18:50,11/29/2025 13:42,SW,-114.0442817,50.8760348,1,2025-11-29T18:50:4150.87603480476178-114.04428173299476,POINT (-114.04428173299476 50.87603480476178)
 Eastbound 16 Avenue at 36 Street NE ,Stalled vehicle. Blocking the right exit lane,11/29/2025 18:21,11/29/2025 11:52,NE,-113.9868704,51.06670795,1,2025-11-29T18:21:0051.06670795489456-113.98687042120517,POINT (-113.98687042120517 51.06670795489456)
 Eastbound John Laurie Blvd NW at Edgemont Drive NW ,Stalled vehicle.  Blocking the right lane,11/29/2025 18:07,11/29/2025 13:24,NW,-114.1483407,51.1123969,1,2025-11-29T18:07:3551.112396899353534-114.14834065023466,POINT (-114.14834065023466 51.112396899353534)
 Macleod Trail and 9 Avenue SE ,Traffic incident. Blocking multiple lanes,11/29/2025 17:48,11/29/2025 11:52,SE,-114.0581785,51.044471,1,2025-11-29T17:48:3951.04447100391545-114.05817845064354,POINT (-114.05817845064354 51.04447100391545)
 55 Avenue and 2 Street SW ,Traffic incident.,11/29/2025 17:46,11/29/2025 11:23,SW,-114.0686037,51.00406138,1,2025-11-29T17:46:3251.004061382857806-114.06860370890551,POINT (-114.06860370890551 51.004061382857806)
 Kincora Boulevard and Symons Valley Road NW ,Multi-vehicle incident.  Blocking the WB right lane,11/29/2025 16:36,11/29/2025 11:09,NW,-114.1258781,51.16113696,1,2025-11-29T16:36:1751.16113695728759-114.12587813865407,POINT (-114.12587813865407 51.16113695728759)
 Kincora Boulevard and Symons Valley Road NW ,Multi-vehicle incident. Blocking the SB right lane,11/29/2025 16:36,11/29/2025 9:40,NW,-114.1259726,51.16154363,1,2025-11-29T16:36:1751.16154363310225-114.1259726023582,POINT (-114.1259726023582 51.16154363310225)
 Deerfoot Trail and Glenmore Trail SE ,Traffic incident.  Blocking the SB right lane,11/29/2025 15:54,11/29/2025 8:58,SE,-114.0335905,50.99845016,1,2025-11-29T15:54:1050.99845015747104-114.03359051214096,POINT (-114.03359051214096 50.99845015747104)
 Southbound Deerfoot Trail at Calf Robe Bridge SE ,Multi-vehicle incident.  Blocking the left lanes,11/29/2025 15:49,11/29/2025 9:59,SE,-114.018167,51.00854642,1,2025-11-29T15:49:0351.00854641920959-114.01816698819174,POINT (-114.01816698819174 51.00854641920959)
 Northbound Deerfoot Trail approaching Barlow Trail SE ,Traffic incident. Blocking the left lane,11/29/2025 14:42,11/29/2025 7:45,SE,-113.9768609,50.9408318,1,2025-11-29T14:42:5850.9408318011971-113.97686092767314,POINT (-113.97686092767314 50.9408318011971)
 7 Avenue and Barlow Trail NE ,Traffic incident.,11/29/2025 11:18,11/29/2025 4:19,NE,-114.0018075,51.05857497,1,2025-11-29T11:18:0151.05857497223512-114.00180748018,POINT (-114.00180748018 51.05857497223512)
 Red Embers Li and 60 Street NE ,Traffic incident.,11/29/2025 9:52,11/29/2025 2:54,NE,-113.9460367,51.16985097,1,2025-11-29T09:52:2151.16985096620008-113.94603672037655,POINT (-113.94603672037655 51.16985096620008)
 Southbound Deerfoot Trail approaching 17 Avenue SE ,Traffic incident. Blocking the left lane,11/29/2025 8:03,11/29/2025 1:06,SE,-114.0086379,51.04299071,1,2025-11-29T08:03:1351.04299071032252-114.0086378864789,POINT (-114.0086378864789 51.04299071032252)
 Southbound Deerfoot Trail approaching Peigan Trail SE ,Traffic incident. Blocking the left lane,11/29/2025 7:03,11/29/2025 0:05,SE,-114.000748,51.02357397,1,2025-11-29T07:03:1151.02357397317349-114.00074803513469,POINT (-114.00074803513469 51.02357397317349)
